id,sentence,label,sentence_length
1324,I want to go out for a picnic in bad weather,0,11
1324,I want to go out for a picnic in fine weather,1,11
1325,"Cooking is a very boring thing, so I like it",0,10
1325,"Cooking is a very interesting thing, so I like it",1,10
1326,"I never exercise, so I am very healthy",0,8
1326,"I exercise every day, so I am very healthy",1,9
1327,Eating a lot makes me fat,1,6
1327,Eating a lot makes me thin,0,6
1328,I want to have my hair cut because my hair is too long,1,13
1328,I want to have my hair cut because my hair is too short,0,13
1329,I like to fail,0,4
1329,I like to win,1,4
1330,a winter day would make you want to fly a kite,0,11
1330,a spring day would make you want to fly a kite,1,11
1331,You are likely to find a bookshelf in a furniture store,1,11
1331,You are likely to find a piece of bread in a furniture store,0,13
1332,He put a basketball in the printer.,0,7
1332,He put a sheet of paper in the printer.,1,9
1333,You parked the boat in the garage,0,7
1333,you parked your car in the garage,1,7
1336,The space shuttle needs fuel to fly,1,7
1336,The space shuttle needs water to fly,0,7
1338,he usually goes to the gym to sleep,0,8
1338,he usually goes to the gym to do exercise,1,9
1339,people often go swimming in a car,0,7
1339,people often go swimming in a pool,1,7
1340,he uses soap to clean himself,1,6
1340,he uses a stone to clean himself,0,7
1341,He cooked a meal in an iron pot.,1,8
1341,He cooked a meal in a paper pot.,0,8
1343,he married a woman that he hated,0,7
1343,he married a woman that he loves,1,7
1344,he uses a lot of water to post a message,0,10
1344,he uses a lot of words to post a message,1,10
1345,students enhance their academic abilities by sleeping,0,7
1345,Students enhance their academic abilities by doing homework,1,8
1346,he uses water to warm himself,0,6
1346,he uses fire to warm himself,1,6
1348,He braked with his left foot while driving.,0,8
1348,He braked with his right foot while driving.,1,8
1349,he drinks water when he is thirsty,1,7
1349,he drinks oil when he is thirsty,0,7
1350,Eating more vegetables will make people healthy.,1,7
1350,Eating more vegetables will kill people,0,6
1351,Getting enough sleep can make you exhausted,0,7
1351,getting enough sleep will make you energetic,1,7
1352,Cutting short strings makes the guitar sound,0,7
1352,Playing the strings makes the guitar sound,1,7
1354,Dieting is a way to lose weight,1,7
1354,Dieting is a way to gain weight,0,7
1356,males are those who get pregnant and give birth to the next generation,0,13
1356,females are those who get pregnant and give birth to the next generation,1,13
1357,Divergent attention improves learning efficiency,0,5
1357,Concentration improves learning efficiency,1,4
1359,People usually have breakfast after lunch,0,6
1359,People usually have breakfast before lunch,1,6
1360,He took a nap in the sink,0,7
1360,He took a nap in the bed,1,7
1361,Teachers usually give lectures to students,1,6
1361,Students usually give lectures to teachers,0,6
1363,He filled the car with water and drove off,0,9
1363,He filled the car with petrol and drove off,1,9
1364,She often competes with her classmates who are equal to her grades,1,12
1364,She often competes with her classmates who are much worse than her,0,12
1365,He threw his hook into the lake to catch elephants,0,10
1365,He threw his hook into the lake to catch fish,1,10
1367,Swimmers in swimming competitions usually need to wear swimsuits,1,9
1367,Swimmers in swimming competitions usually need to wear down jackets,0,10
1369,He communicated with his friends by newspapers,0,7
1369,He communicated with his friends by letter,1,7
1371,Household cleanliness after housework,1,4
1371,Households get dirty after housework,0,5
1372,"In most cases, you need a passport to go to other countries",1,12
1372,"In most cases, you need a driving license to go to other countries",0,13
1373,People usually go to bars for milk,0,7
1373,People usually go to bars for drinks,1,7
1374,Students with poor eyesight mostly sit in the front rows of the classroom,1,13
1374,Students with poor eyesight mostly sit in the back rows of the classroom,0,13
1376,Usually the one who gets a higher score in basketball game wins the game,1,14
1376,Usually the one who gets a lower score in basketball game wins the game,0,14
1377,He wrote a book review before reading the book,0,9
1377,He wrote a book review after reading the book,1,9
1378,People usually travel to the other side of the earth by plane,1,12
1378,People usually travel to the other side of the earth on foot,0,12
1379,"If you lose too much weight, you won't be able to wear the clothes you used to wear",0,18
1379,"If you gain too much weight, you won't be able to wear the clothes you used to wear",1,18
1380,People usually cry after hearing a funny joke,0,8
1380,People usually laugh after hearing a funny joke,1,8
1382,too much smoking can cure pulmonary disease,0,7
1382,too much smoking can cause pulmonary disease,1,7
1383,"when your car is inspected, you are driving across the border",0,11
1383,"when you drive across the border, your car may be inspected.",1,11
1384,"it rarely winds in the desert, so the desert is dry",0,11
1384,"it rarely rains in the desert, so the desert is dry",1,11
1387,Chicago is the name of a city,1,7
1387,Chicago is the GDP of a city,0,7
1388,you can set cheese to catch the mouse,0,8
1388,you can set a mouse trap to catch the mouse,1,10
1389,I put my clothes in a closet,1,7
1389,I put my clothes in a shoebox,0,7
1390,this car is too expensive for Tom to buy it,1,10
1390,this car is too cheap for Tom to buy it,0,10
1393,this plate looks very good,1,5
1393,this plate tastes very good,0,5
1394,I'm afraid to take flight so the plane may crash,0,10
1394,I'm afraid to take flight because the plane may crash,1,10
1395,a farm may grow a crop of cows and sheep,0,10
1395,a farm may grow a crop of fruit and vegetables,1,10
1396,"if you want to have lunch, you can choose a restaurant",1,11
1396,"if you want to have lunch, you must choose a restaurant",0,11
1399,he likes sitting in a boat and floating on the desert,0,11
1399,he likes sitting in a boat and floating on the lake,1,11
1400,"if you want to travel, you should have a talk with a travel agent",1,14
1400,"if you want to travel, you should have a talk with a pilot",0,13
1401,you can jump out of a window if the window is open,1,12
1401,you can jump out of a window if the window is closed,0,12
1402,you need to be asleep first then you can awake,1,10
1402,you need to have a dream first then you can awake,0,11
1403,a thief stole my finger,0,5
1403,a thief stole my wallet,1,5
1404,Tom caught a big fish in the sea,1,8
1404,Tom caught a big tiger in the sea,0,8
1405,I'm dirty now so I need to take a shower,1,10
1405,I'm dirty now so I need to have lunch,0,9
1406,I can hear the light from the moon at night,0,10
1406,I can see the light from the moon at night,1,10
1407,he is rude to others so he has many friends,0,10
1407,he is kind to others so he has many friends,1,10
1409,I often watch movies with my girlfriend at the cinema,1,10
1409,I often watch movies with my girlfriend in the gallery,0,10
1410,the waiter serves me coffee in the same cup every morning,1,11
1410,the waiter serves me coffee on the same plate every morning,0,11
1411,the car broke down so I lifted the hood to check it,1,12
1411,the car broke down so I lifted the window to check it,0,12
1412,smelling an apple every day can be good for your health,0,11
1412,eating an apple every day can be good for your health,1,11
1414,we can learn what will happen in the future by reading diary,0,12
1414,we can learn what happened in the past by reading diary,1,11
1415,I parked my car on the highway,0,7
1415,I parked my car in the garage,1,7
1417,microphone is often a remarkable character of the speaker,0,9
1417,confidence is often a remarkable character of the speaker,1,9
1418,people often sleep with their pajamas on,1,7
1418,people often sleep with their shoes on,0,7
1419,humans can fly with wings,0,5
1419,humans can fly with planes,1,5
1420,curiosity is one of the reasons people travel,1,8
1420,laziness is one of the reasons people travel,0,8
1422,a first class airline seat is for rich people,1,9
1422,a first class airline seat is for fat people,0,9
1423,Alice was late three times this week and the boss was very happy for it,0,15
1423,Alice was late three times this week and the boss was very angry for it,1,15
1424,he swims in his own swimming pool every day,1,9
1424,he swims in his own bathtub every day,0,8
1425,the telephone is one of the most important invitations in human history,0,12
1425,the telephone is one of the most important inventions in human history,1,12
1427,he is a pitiful person because he has no home,1,10
1427,he is a pitiful person because he has no debit,0,10
1428,the food tastes very bad and I enjoy it very much,0,11
1428,the food tastes very good and I enjoy it very much,1,11
1430,"if you don't know how to cook it, you can follow a recipe",1,13
1430,"if you don't know how to cook it, you can follow a menu",0,13
1431,nearsighted people need glasses to read,1,6
1431,nearsighted people need glasses to sleep,0,6
1432,many precious stones are used in jewelry,1,7
1432,many precious stones are used in cooking,0,7
1433,we built up an army to protect ourselves,1,8
1433,we built up an army to protect the enemy,0,9
1434,"when you are drowning, a lifeguard can save your life",1,10
1434,"when you are drowning, a computer can save your life",0,10
1435,I shouted at the top of my voice to avoid her attention,0,12
1435,I shouted at the top of my voice to catch her attention,1,12
1437,they gave me a crutch to sit when I came in,0,11
1437,they gave me a chair to sit when I came in,1,11
1438,children can't learn to cry until they reach a certain age,0,11
1438,children can't learn to read until they reach a certain age,1,11
1439,sleeping at night is for not being tired,1,8
1439,sleeping at night is for not being hungry,0,8
1440,I will make sure the door is locked when I leave the house,1,13
1440,I will make sure the door is open when I leave the house,0,13
1442,she had a bad day and she felt white,0,9
1442,she had a bad day and she felt blue,1,9
1443,"when my plants are dry, I water them",1,8
1443,"when my plants are dead, I water them",0,8
1444,I enjoy the sunshine in the afternoon very much,1,9
1444,I enjoy the sunshine in the evening very much,0,9
1446,I kicked the teammate into the goal and win the football match,0,12
1446,I kicked the ball into the goal and win the football match,1,12
1447,it's really cold so I light a screen to get warmth and light,0,13
1447,it's really cold so I light a fire to get warmth and light,1,13
1448,today I washed soup,0,4
1448,today I washed vegetables,1,4
1449,I tripped on a rock and then fell,1,8
1449,I tripped on a rock and then flied,0,8
1450,I drove from China to the North Pole,0,8
1450,I drove from China to Russia,1,6
1451,many trees fell to the ground during the windstorm yesterday,1,10
1451,many clouds fell to the ground during the windstorm yesterday,0,10
1454,anything can't be bought for the high price,0,8
1454,something can't be bought for the high price,1,8
1455,I bought him knowledge,0,4
1455,I bought him a book,1,5
1456,I left my car in my wallet,0,7
1456,I left my wallet in my car,1,7
1457,you need the right swimsuit if you want to fish,0,10
1457,you need the right bait if you want to fish,1,10
1458,we need a referee to ensure the game is fair,1,10
1458,we need a referee to ensure the game is fantastic,0,10
1459,I send my new book to bookstores to sell it,1,10
1459,I send my new book to hospitals to sell it,0,10
1460,I caught this rabbit in the forest,1,7
1460,I caught this rabbit on the Moon,0,7
1461,"when I am not fit, I will go to the hospital to ask help from a doctor",1,17
1461,"when I am not fit, I will go to the pharmacy to ask help from a doctor",0,17
1463,a thousand microphones are going to listen to his speech today,0,11
1463,a thousand people are going to listen to his speech today,1,11
1464,I lost my car in the traffic jam,0,8
1464,I lost patience in the traffic jam,1,7
1465,the criminal was sent to prison and he felt very regretful,1,11
1465,the criminal was sent to prison but he felt very regretful,0,11
1466,the cry of the audience is the best encouragement for the comedian,0,12
1466,the laughter of the audience is the best encouragement for the comedian,1,12
1468,I felt very nervous after taking the midterm,0,8
1468,I felt very nervous before taking the midterm,1,8
1469,throw things you don't understand anymore into the trash container,0,10
1469,throw things you don't want any more into the trash container,1,11
1470,you need to play baseball well before going to watch a baseball game,0,13
1470,you need to buy a ticket before going to watch a baseball game,1,13
1471,every morning I read the news in the newspaper,1,9
1471,every morning I read the news on the diary,0,9
1473,I buy this book from the library,0,7
1473,I borrow this book from the library,1,7
1474,drinking too much coffee can make you drunk,0,8
1474,drinking too much vodka can make you drunk,1,8
1475,I am used to having a cup of coffee for waking up in the morning,1,15
1475,I am used to having a cup of vodka for waking up in the morning,0,15
1477,I need to see a psychologist because I had violent stomach pains,0,12
1477,I need to see a doctor because I had violent stomach pains,1,12
1478,my lifestyle is green and I plant trees every year,1,10
1478,my lifestyle is green and I plant fertilizer every year,0,10
1479,I bought a ticket and watch a movie at the cinema,1,11
1479,I bought a ticket and act in a movie at the cinema,0,12
1480,It's very interesting to ride a cat on the grassland,0,10
1480,It's very interesting to ride a horse on the grassland,1,10
1482,parents often use chocolate to reward their children,1,8
1482,parents often use chocolate to punish their children,0,8
1483,Tom was very sad because he was bullied in school,1,10
1483,Tom was very happy because he was bullied in school,0,10
1485,using a washing machine to wash T-shirt is very convenient,1,10
1485,using a washing machine to wash vegetables is very convenient,0,10
1486,I paid to grow longer hair,0,6
1486,I wait to grow longer hair,1,6
1487,I have a basket for drinking water in my office,0,10
1487,I have a bottle for drinking water in my office,1,10
1488,we use shoelaces to ensure that shoes will not drop when walking,1,12
1488,we use glue to ensure that shoes will not drop when walking,0,12
1489,my dream is to be a teacher because I want to share my knowledge,1,14
1489,my dream is to be a teacher because I want to share my food,0,14
1491,the taste in art is a subjective matter,1,8
1491,the taste in art is an objective matter,0,8
1492,the airport is one of the fastest things in the world,0,11
1492,the plane is one of the fastest things in the world,1,11
1494,you need to pass exams if you want to graduate,1,10
1494,you need to invigilate exams if you want to graduate,0,10
1495,"although he is rich, he lives a frugal life",1,9
1495,"because he is rich, he lives a frugal life",0,9
1499,I prepared a rocket to go to mars,1,8
1499,I prepared a rocket to go to American,0,8
1500,I will wear thicker clothes in winter to stay warm,1,10
1500,I will wear thicker eyeglasses in winter to stay warm,0,10
1501,I pulled the door shut with my hand,1,8
1501,I pulled the door shut with my eye,0,8
1502,I used my third hand to lift my coat,0,9
1502,I used my second hand to lift my coat,1,9
1503,cut your toenails if you don't want your socks to have holes,1,12
1503,cut your fingernails if you don't want your socks to have holes,0,12
1505,you can find rocks underground,1,5
1505,you can find clouds underground,0,5
1506,we added steel to keep the fire burning,0,8
1506,you can find rocks underground,1,5
1507,it's ok to go when the traffic light is red,0,10
1507,it's dangerous to go when the traffic light is red,1,10
1508,people in the desert often look forward to flood,0,9
1508,people in the desert often look forward to rain,1,9
1510,today I forgot to bring my mouth and couldn't have lunch,0,11
1510,today I forgot to bring my chopsticks and couldn't have lunch,1,11
1511,you need a compass to measure the distance,0,8
1511,you need a ruler to measure the distance,1,8
1512,her snide comment about my weight greatly encouraged me,0,9
1512,her snide comment about my weight greatly hurt me,1,9
1516,people smoke to have fun,1,5
1516,people smoke to get sick,0,5
1518,the drink is too iced so I dropped many ice cubes in,0,12
1518,the drink is too iced because I dropped many ice cubes in,1,12
1519,a good chef can cook good food,1,7
1519,a good cooker can cook good food,0,7
1521,he is such a smart boy that he learns everything slowly,0,11
1521,he is such a smart boy that he learns everything fast,1,11
1522,he can't walk with an injured foot,1,7
1522,he can't walk with an injured hand,0,7
1523,I was so hungry that I ate the whole elephant,0,10
1523,I was so hungry that I ate the whole chicken,1,10
1524,the chef is hired to eat food for customers,0,9
1524,the chef is hired to cook food for customers,1,9
1526,I feed my cat every day,1,6
1526,my cat feeds me every day,0,6
1527,I took off my clothes to take a shower,1,9
1527,I put on my clothes to take a shower,0,9
1528,Tom smashed glass and reused it after cleaning,0,8
1528,Tom smashed glass and used another one after cleaning,1,9
1529,I stored my boxes in a book,0,7
1529,I stored my books in a box,1,7
1530,you have to sing if you want to catch a fish,0,11
1530,you have to wait if you want to catch a fish,1,11
1531,I need to go to the hospital to treat my legs,1,11
1531,I need to go to the hospital to treat my tail,0,11
1532,he got a divorce and became a single man,1,9
1532,he got married and became a single man,0,8
1533,trees grow leaves to prevent being knocked down,0,8
1533,trees grow roots to prevent being knocked down,1,8
1534,we are all very happy that it's sunny again after so many days raining,1,14
1534,we are all very angry that it's sunny again after so many days raining,0,14
1536,I applied for the job to earn money,1,8
1536,I applied for the job to relax,0,7
1537,I bought a new toothbrush to clean my teeth,1,9
1537,I bought a new toothbrush to clean my face,0,9
1538,I used an umbrella to avoid drenching in the rainy day,1,11
1538,I used an umbrella to avoid drenching on the beach,0,10
1539,I hurried to the ticket window to buy two tickets,1,10
1539,I hurried to the ticket window to sell two tickets,0,10
1540,bad luck is part of the reason I can succeed,0,10
1540,luck is part of the reason I can succeed,1,9
1542,Alice lacks the leadership to be in charge of a project,1,11
1542,Alice lacks the laziness to be in charge of a project,0,11
1543,"as a butcher, I killed farmers every day",0,8
1543,"as a butcher, I killed animals every day",1,8
1544,toothpaste is common in the bathroom,1,6
1544,tomato paste is common in the bathroom,0,7
1545,my baby needs a bottle of beer every day,0,9
1545,my baby needs a bottle of milk every day,1,9
1546,he brought a moon for his wife,0,7
1546,he brought a moon cake for his wife,1,8
1547,Tom hunted a bear in the forest,1,7
1547,Tom hunted a bear in the library,0,7
1548,he went to the kitchen because he felt sleepy,0,9
1548,he went to the bedroom because he felt sleepy,1,9
1549,he was very happy when his pay raised,1,8
1549,he was very sad when his pay raised,0,8
1550,the baby kangaroo will be put in its mother's hands,0,10
1550,the baby kangaroo will be put in its mother's pouch,1,10
1552,I felt stomachache after having expired food,1,7
1552,I felt energetic after having expired food,0,7
1553,a credit card allows me to pay money later,1,9
1553,a credit card allows me not to pay money,0,9
1554,I do homework every day to keep healthy,0,8
1554,I do sports every day to keep healthy,1,8
1555,I built a car in the store,0,7
1555,I brought a car in the store,1,7
1556,she is good at swimming so she plays water polo well,0,11
1556,she plays water polo well so she is good at swimming,1,11
1557,I draw well so I have an advantage in art,1,10
1557,I swim well so I have an advantage in art,0,10
1558,her skin got whiter after sunbathing,0,6
1558,her skin got more brown after sunbathing,1,7
1559,I speeded up my car to park it,0,8
1559,I slowed down my car to park it,1,8
1561,you need hardware or software to surf the Internet,0,9
1561,you need hardware and software to surf the Internet,1,9
1563,I prepared some fuel to power myself,0,7
1563,I prepared some cookies to power myself,1,7
1565,I will go to the hospital tomorrow to check if I'm alive,0,12
1565,I will go to the hospital tomorrow to check if I'm healthy,1,12
1566,I heard the sound of the birds,1,7
1566,I saw the sound of the birds,0,7
1567,nurses take care of doctors,0,5
1567,nurses take care of patients,1,5
1568,the fans sat in the soccer field to enjoy the football match,0,12
1568,the fans sat in the stands to enjoy the football match,1,11
1569,I called a taxi and paid for the trip,1,9
1569,I called a taxi and paid for the car,0,9
1570,I keep things orderly so that I can find something quick,1,11
1570,I keep things messy so that I can find something quick,0,11
1571,I wore my wedding ring on my left hand,1,9
1571,I wore my wedding ring on my left foot,0,9
1572,a calculator can help you do sums faster,1,8
1572,a ruler can help you do sums faster,0,8
1573,villagers dug a well to get water,1,7
1573,villagers planted a well to get water,0,7
1574,I used glass to make a fish tank by myself,1,10
1574,I used steel to make a fish tank by myself,0,10
1575,I put my books in the bookshelf,1,7
1575,I put my books in the wine rack,0,8
1576,everyone is amazed at her appearance when they first time see her,1,12
1576,everyone is amazed at her appearance when they first time smell her,0,12
1577,we need woods to produce erasers,0,6
1577,we need woods to produce pencils,1,6
1578,I sunbathe on the beach every summer vacation,1,8
1578,I sunbathe on the dressing room every summer vacation,0,9
1579,a fine day is a good chance to dry the clothes,1,11
1579,a rainy day is a good chance to dry the clothes,0,11
1580,if you are robbed you should call the firefighter,0,9
1580,if you are robbed you should call the police,1,9
1581,he had an operation on his brain yesterday,1,8
1581,he had an operation on his mind yesterday,0,8
1583,I see a duck swimming in the river,1,8
1583,I see a duck diving in the river,0,8
1585,I bought some beef from the butcher to restock my freezer,1,11
1585,I bought some apple from the butcher to restock my freezer,0,11
1586,I use the knife to cut the beef,1,8
1586,I use the fork to cut the beef,0,8
1587,eating too little is an unhealthy way to lose weight,1,10
1587,eating too much is an unhealthy way to lose weight,0,10
1588,she was very angry when her son was admitted to the best school,0,13
1588,she was very happy when her son was admitted to the best school,1,13
1589,wine cellars are not just for drinking,0,7
1589,bars are not just for drinking,1,6
1590,my grandpa can't sleep so he took stimulant pills,0,9
1590,my grandpa can't sleep so he took sleeping pills,1,9
1591,I'm looking for a policeman to mail the letter,0,9
1591,I'm looking for a postman to mail the letter,1,9
1593,pandas are rare so we protect them in the zoo,1,10
1593,we protect pandas in the zoo so they are rare,0,10
1594,she can become a model because she is out of shape,0,11
1594,she can become a model because she has a good figure,1,11
1595,she asked the cook to add more salt because she loved sweets,0,12
1595,she asked the cook to add more sugar because she loved sweets,1,12
1596,we listened carefully to what the teacher was thinking,0,9
1596,we listened carefully to what the teacher was saying,1,9
1597,you need a hat to prevent the spread of infection,0,10
1597,you need a mask to prevent the spread of infection,1,10
1598,I bought a razor for my mother as a gift,0,10
1598,I bought a razor for my dad as a gift,1,10
1599,you need to hang off the phone when the phone is ringing,0,12
1599,you need to answer the phone when the phone is ringing,1,11
1600,we agreed on a location before we met,1,8
1600,we agreed on a location before we had a call,0,10
1601,the root shelters us from the rain,0,7
1601,the roof shelters us from the rain,1,7
1602,we should order as much food as we can in the restaurant,0,12
1602,we shouldn't order too much food in the restaurant,1,9
1603,Muslims do not eat pork because of religion,1,8
1603,Muslims do not eat pork because of the taste,0,9
1604,Coca-Cola has been popular for hundreds of years because of its name,0,12
1604,Coca-Cola has been popular for hundreds of years because of its taste,1,12
1605,I just can't balance myself to ride the bicycle,1,9
1605,I just can't balance myself to drive the car,0,9
1606,he grew up one year younger after every birthday,0,9
1606,he grew up one year older after every birthday,1,9
1608,I got married after I found out that my wife had cheated on me,0,14
1608,I divorced after I found out that my wife had cheated on me,1,13
1609,I used the leaves to pack the pork,1,8
1609,I used the water to pack the pork,0,8
1610,I need a piece of soap to take a shower,1,10
1610,I need toothpaste to take a shower,0,7
1611,the heroine kisses the audience in this movie,0,8
1611,the heroine kisses her lover in this movie,1,8
1613,queuing is a rule for good order,1,7
1613,queuing is a punishment for destroying order,0,7
1614,ears are the organs we use to breathe,0,8
1614,nose is the organ we use to breathe,1,8
1615,we planted mines for a better world,0,7
1615,we planted trees for a better world,1,7
1619,she employs a driver because she can't drive,1,8
1619,she employs a chef because she can't drive,0,8
1620,it's a great honor for me to have a talk with the president,1,13
1620,it's a great honor for me to have a talk with my mother,0,13
1621,he needed a calculator to solve this difficult calculation,1,9
1621,he needed a calculator to solve this simple calculation,0,9
1622,chatting with American is good for our Chinese learning,0,9
1622,chatting with American is good for our English learning,1,9
1623,farmers can pick up apples on the trees,1,8
1623,farmers can pick up apples on the ground,0,8
1625,illness can be found during routine physicals,1,7
1625,illness can be cured during routine physicals,0,7
1626,I earned money by sleeping,0,5
1626,I earned money by working,1,5
1627,my mother found that she was pregnant yesterday,1,8
1627,my father found that he was pregnant yesterday,0,8
1629,my new day began with a beautiful afternoon,0,8
1629,my new day began with a beautiful morning,1,8
1630,I bought some beds to open a cafe,0,8
1630,I bought some chairs to open a cafe,1,8
1632,the game company makes games for money,1,7
1632,the game company makes games for encouragement,0,7
1633,the shopping mall is filled with car parks,0,8
1633,the shopping mall is filled with shops,1,7
1634,the poem used many beautiful words,1,6
1634,the poem used many beautiful pictures,0,6
1635,a wall without touching the sky is impossible,0,8
1635,a wall without touching the ground is impossible,1,8
1636,the handle on the door is for decoration,0,8
1636,the handle on the door is for ease of use,1,10
1637,newspapers are printed by printers,1,5
1637,newspapers are printed by journalists,0,5
1638,I need to buy a CD to watch videos at home,0,11
1638,I need to buy a CD to listen to music at home,1,12
1639,you can download a wrench on the Internet to fix the windows,0,12
1639,you can buy a wrench on the Internet to fix the windows,1,12
1640,I bought a headphone to share the music with others,0,10
1640,I bought a headphone to enjoy the music alone,1,9
1641,my parents went to different public toilets just now,1,9
1641,my parents went to the same public toilet just now,0,10
1642,my mother asks me to litter my room every day,0,10
1642,my mother asks me to tidy my room every day,1,10
1643,programmers write code every day to earn money,1,8
1643,programmers plant crops every day to earn money,0,8
1644,you don't need learning to be a musician,0,8
1644,you need to have a long time learning to be a musician,1,12
1646,I'm writing code on the computer,1,6
1646,I'm writing code on the paper,0,6
1647,I used paper bags to be environmentally friendly,1,8
1647,I used plastic bags to be environmentally friendly,0,8
1648,we can work in the night thanks to the sunlight,0,10
1648,we can work in the night thanks to the electricity,1,10
1649,soldiers wore fatigues to be attractive in the jungle,0,9
1649,soldiers wore fatigues to hide in the jungle,1,8
1650,I gradually forgot something due to the memory decay,1,9
1650,I gradually recalled something due to the memory decay,0,9
1651,Japanese has borrowed heavily from barking,0,6
1651,Japanese has borrowed heavily from English,1,6
1652,I need a stamp to send this email,0,8
1652,I need a stamp to send this letter,1,8
1653,I encourage my daughter to walk alone in the darkness,0,10
1653,I forbid my daughter to walk alone in the darkness,1,10
1654,the rain fell into my head and my brain got wet,0,11
1654,the rain fell into my shoes and my socks got wet,1,11
1655,I can't live without snacks,0,5
1655,I can't live without food,1,5
1656,"this is a bumper harvest year, we picked tons of leaves from apple trees",0,14
1656,"this is a bumper harvest year, we picked tons of apples from apple trees",1,14
1657,stone can warp the paper,0,5
1657,stone can hit through the paper,1,6
1658,proper temperature can be found on the south pole,0,9
1658,extreme temperature can be found on the south pole,1,9
1659,I chose the farther cafe because of the distance,1,9
1659,proper temperature can be found on the south pole,0,9
1660,I felt happy again after eating terrible food,0,8
1660,I felt sadder after eating terrible food,1,7
1661,I need inspirations to clean bowls,0,6
1661,I need inspirations to design bowls,1,6
1662,the law gave the police the right to search your house,1,11
1662,the uniform gave the police the right ro search your house,0,11
1663,I lit the fireplace to warm myself,1,7
1663,I lit my house to warm myself,0,7
1664,the flowers are crying,0,4
1664,the flowers are blooming,1,4
1665,we can play with dogs,1,5
1665,we can talk with dogs,0,5
1667,I brush my teeth every day to keep them dirty,0,10
1667,I brush my teeth every day to keep them clean,1,10
1668,we can use fabricated data in scientific researches,0,8
1668,we can use real data in scientific researches,1,8
1670,the modern city is more industrialized than the countryside,1,9
1670,the modern city is more agricultural than the countryside,0,9
1671,we went to the cemetery to remember the dead people,1,10
1671,we went to the cemetery to chat with the dead people,0,11
1672,my best friend was in my lost wallet,0,8
1672,my favorite photo was in my lost wallet,1,8
1673,"if we pick up other's wallet, we should return it to the owner",1,13
1673,"if we pick up other's wallet, we should share it with our friends",0,13
1674,the language is a part of a nation's culture,1,9
1674,the climate is a part of a nation's culture,0,9
1675,everyone has expensive fingerprints,0,4
1675,everyone has unique fingerprints,1,4
1677,I found a lipstick in my mother's makeup cabinet,1,9
1677,I found a lipstick in my mother's first-aid kit,0,9
1678,I fed pork to my wheat,0,6
1678,I fed wheat to my pigs,1,6
1679,my family go to the park to see plum blossoms every summer,0,12
1679,my family go to the park to see lotus every summer,1,11
1680,I bought some desserts in the shopping mall for my daughter,1,11
1680,I bought some desert in the shopping mall for my daughter,0,11
1681,low-calorie food is more likely to make people fat,0,9
1681,high-calorie food is more likely to make people fat,1,9
1682,the puppy wanted to find its mother's breast to be fed,1,11
1682,the chick wanted to find its mother's breast to be fed,0,11
1683,humans' lifespan has been extended thanks to the development of medical technology,1,12
1683,humans' lifespan has been shortened thanks to the development of medical technology,0,12
1685,sailors work in the ocean,1,5
1685,sailors work on the land,0,5
1687,appearance is not very important for actors,0,7
1687,appearance is not very important for athletes,1,7
1688,nice wearing can cause people to notice you at the party,1,11
1688,normal wearing can cause people to notice you at the party,0,11
1690,you will feel inferior about yourself when you dress nice,0,10
1690,you will feel better about yourself when you dress nice,1,10
1691,I cut my hair longer at the barber's,0,8
1691,I cut my hair shorter at the barber's,1,8
1692,I can count the number of stars in the sky,0,10
1692,I can count the number of the moon in the sky,1,11
1693,we can't breathe in the water because I don't have gills,1,11
1693,we can't breathe in the water because I don't have tails,0,11
1694,I could drink the whiskey on his breath,0,8
1694,I could smell the whiskey on his breath,1,8
1696,chefs should wear gloves before preparing food for customers,0,9
1696,chefs should wash their hands before preparing food for customers,1,10
1697,people go to jail because they don't want freedom,0,9
1697,people go to jail because they sinned,1,7
1699,an umbrella can help you keep warm in snowy days,0,10
1699,a thicker cloth can help you keep warm in snowy days,1,11
1701,fans went mad when their team scored a goal,1,9
1701,fans were sad when their team scored a goal,0,9
1703,the hot weather made me keep bleeding,0,7
1703,the hot weather made me keep sweating,1,7
1704,you don't need to try out products when you shop online,0,11
1704,you can't try out products when you shop online,1,9
1705,reading can make driving a joyful thing,0,7
1705,music can make driving a joyful thing,1,7
1706,everyone said I had two beautiful mouths,0,7
1706,everyone said I had two beautiful lips,1,7
1707,relaxed mindset is a useful skill in marathon running,1,9
1707,cat walking is a useful skill in marathon running,0,9
1708,both funerals and weddings are major ceremonies,1,7
1708,both funerals and weddings are cheerful ceremonies,0,7
1709,I often bought chalk for teachers to write on the blackboards when I was a boy,1,16
1709,I often bought chalk for teachers to write on the ipads when I was a boy,0,16
1710,his mother died for giving birth to him,1,8
1710,his father died for giving birth to him,0,8
1712,I use Photoshop to change the color of my room,0,10
1712,I use paint to change the color of my room,1,10
1714,I burned myself accidentally when I was cooking,1,8
1714,I burned myself accidentally when I was taking a shower,0,10
1715,every time I hang out at the bar I will get drunk,1,12
1715,every time I hang out at the cinema I will get drunk,0,12
1716,I gave birth to my eldest son,1,7
1716,I gave birth to my grandson,0,6
1718,I'm looking for a gas station to refuel my bicycle,0,10
1718,I'm looking for a gas station to refuel my car,1,10
1719,I refused to drive after drinking wine,1,7
1719,I refused to drive after drinking gas,0,7
1720,mushrooms are a very common dish in Asia,1,8
1720,mushrooms are a very rare dish in Asia,0,8
1721,we can change our fingerprints when we want,0,8
1721,we can change our names when we want,1,8
